product_id,department_id,product_name,aisle_id
28127,15,Flat Fillet Anchovies in Olive Oil with Salt Added,95
28188,11,Luden's Throat Drops Wild Cherry,11
28199,4,"Clementines, Bag",123
28204,4,Organic Fuji Apple,24
28208,9,Roasted Garlic Parmesan Pasta Sauce,9
28289,4,Organic Shredded Carrots,123
28427,16,Vitamin D Whole Milk,84
28464,16,"Whipped Light Cream, Original",53
28465,16,Icelandic Style Skyr Blueberry Non-fat Yogurt,120
28476,16,Organic Small Curd Cottage Cheese,108
28515,3,Bagel Thins Everything,93
28535,13,Cucumber & Garlic  Tzatziki,51
28745,20,Oven Roasted Turkey,96
28842,4,Bunched Cilantro,16
28849,15,No Salt Added Black Beans,59
28934,1,Frozen Broccoli Florets,116
28985,4,Michigan Organic Kale,83
29101,16,Balanced Breaks Pepper Jack Natural Cheese Honey Roasted Peanuts & Raisins Snacks,108
29103,7,Zero Go-Go Mixed Berry Vitamin Water,64
29127,16,Dairy Free Unsweetened Coconut Milk,91
29217,7,Coconut Water Kefir,31
29223,4,Golden Pineapple,24
29307,4,Baby Arugula,123
29363,14,Cinnamon Cereal,121
29382,13,Pure Vegetable Oil,19
29392,16,Natural String Cheese,21
29398,4,Organic Seedless Watermelon,24
29418,11,Fluoride-Free Antiplaque & Whitening Peppermint Toothpaste,20
29443,17,"Action Pacs, Citrus Scent with Dawn",74
29487,4,Roma Tomato,83
29529,7,Lemon-Lime Soda,77
29553,3,Super Soft Taco Flour Tortillas,128
29627,7,Synergy Raspberry Chia Kombucha,31
29642,17,Ultra Soft Bath Tissue,54
29657,15,Harvest Best in 100% Fruit Juice Mandarin Oranges,99
29740,13,Organic Chili Powder Blend,104
29869,7,New Zealand Artesian Water,115
29883,11,Kids! Chewables Probiotic Tablets Natural Bursting Berry Flavor,70
29987,16,Shredded Mozzarella,21
30024,16,Cage Free Grade AA Large White Eggs,86
30146,19,Sierra Trail Mix Energy Bar,3
30169,16,Total 2% All Natural Plain Greek Yogurt,120
30391,4,Organic Cucumber,83
30395,15,Healthy Request Spicy Vegetable Chili Soup,69
30450,13,Creamy Almond Butter,88
30489,20,Original Hummus,67
30494,19,Organic Mango Slices,117
30571,19,Bare Fruit Banana Chips,50
30573,9,Spinaci e Ricotta Ravioli,12
30591,14,Cinnamon Brown Sugar Breakfast Biscuits,48
30720,4,Sugar Snap Peas,83
30723,15,Tuna Creations Herb & Garlic Tuna,95
30727,14,Vanilla Almond Fit Granola,57
30731,13,Pure Cane Granulated White Sugar,17
30764,3,Cinnamon Raisin Bagels,93
30776,7,Organic Raw Kombucha Gingerade,31
30827,4,Seedless Cucumbers,32
30830,7,Organics Vitamin C Fortified 100% Apple Juice,98
30918,12,Whole Chicken,35
30950,13,Mild Banana Pepper Rings,110
31029,19,Almonds Roasted No Salt,117
31040,19,Sea Salt Pita Chips,107
31066,17,Aluminum Foil,85
31164,19,Original Flavor Crispy Corn Snacks,107
31181,20,Organic Garlic Hommus,67
31215,16,Lemon Yogurt,120
31343,16,Shredded Mild Cheddar Cheese,21
31399,7,Lemon Gingerade,31
31404,16,Vanilla Yoghurt,120
31410,17,"Basic Bounty Basic Paper Towels, Print, 8 Regular Rolls Towels/Napkins",54
31433,14,Organic Cinnamon Crunch Cereal,121
31506,13,Extra Virgin Olive Oil,19
31553,4,Fresh Ginger Root,83
31562,4,Sweet Onions,83
31589,15,Petite Diced Tomatoes,81
31608,19,Minis Candy,45
31635,16,Vanilla Almond Milk Yogurt,120
31683,7,Original No Pulp 100% Florida Orange Juice,31
31717,4,Organic Cilantro,16
31720,16,Organic  Whole Milk,84
31730,19,Chewy Granola Bar Chocolate Chip Granola,3
31759,14,Cherrios Honey Nut,121
31762,12,Sweet Italian Style Chicken Sausage,106
31766,1,Cheese Pizza Snacks,129
31893,1,Ice Cream Chocolate Mocha Chip,37
31927,9,Four Cheese Pasta Sauce,9
32018,18,Organic Fiber & Protein Pear Blueberry & Spinach Baby Food,92
32079,16,Shredded Parmigiano Reggiano,21
32163,13,Hot Salsa,51
32190,9,Chicken Rice Pilaf Mix,4
32226,19,Milk Chocolate English Toffee Miniatures Candy Bars,45
32271,15,Original Applesauce,99
32303,4,Red Seedless Grapes,24
32312,11,Glide Pro-Health Comfort Plus Mint Floss,20
32403,16,Fat Free Skim Milk,84
32429,4,Red Mango,24
32433,1,Green Peas,116
32463,11,Olive Oil & Aloe Vera Hand Soap,25
32467,4,Organic Living Butter Lettuce,83
32520,1,Buttermilk Waffles,52
32689,4,Romaine Hearts,123
32734,9,Spaghetti,131
32768,4,"Carrots, Bag",123
32784,16,Natural Shredded Mexican Style Four Cheese,21
32828,20,Italian Sausage,14
33000,16,Pure Irish Butter,36
33031,19,Organic Coconut Covered in Dark Chocolate Candy Bar,45
33081,12,Chicken Apple Sausage,106
33095,20,"Salame, Italian Dry",96
33129,20,Classic Hummus,67
33198,7,Sparkling Natural Mineral Water,115
33316,17,Lemongrass & Clementine Zest Natural Dish Liquid,74
33439,11,Deep Moisture Body Wash,127
33516,6,Stir Fry Seasoning Mix,66
33572,16,Lactose Free 2% Reduced Fat Milk,91
33606,1,Vanilla Almond Milk Frozen Dessert,37
33651,19,Harvest Cheddar Multigrain Chips,107
33731,16,Grated Parmesan,21
33754,16,Total 2% with Strawberry Lowfat Greek Strained Yogurt,120
33768,4,Sinfully Sweet Campari Tomatoes,83
33792,13,Organic Smoked Paprika,104
33845,16,Organic YoBaby Vanilla Yogurt,120
33862,11,All One Hemp Peppermint Castile Soap Bar,25
33911,7,Zero Calorie Cream Soda,77
33957,1,Mexican Casserole Bowl,38
34050,7,Orange Juice,31
34065,15,"Tomatoes, Crushed, Organic",81
34067,13,Organic Honey,29
34106,17,Ultra Strong,54
34112,7,Hazelnut Ground Coffee,26
34126,4,Organic Italian Parsley Bunch,16
34197,16,Goat Milk,84
34204,11,"Children's Night Time Multi-Symptom Cold Liquid, Mixed Berry",11
34208,7,100% Tangerine Juice,31
34222,13,Squeeze Grape Jelly,88
34229,1,Petite Peas,116
34243,4,Organic Baby Broccoli,83
34262,19,Hint Of Sea Salt Almond Nut Thins,78
34287,17,"Disinfecting Wipes, Lemon",114
34321,20,Original Pepperoni,96
34334,12,Premium Herring Fillet Wine Sauce,15
34358,4,Garlic,83
34423,7,Pure Organic Pineapple Juice,98
34497,20,"Prosciutto, Americano",96
34521,11,Tea Tree Scalp Treatment Shampoo,22
34582,13,Natural Creamy Peanut Butter Spread,88
34590,19,Pitted Dates,117
34591,13,Pure Ground,104
34824,4,Organic Sweet Onion,83
34898,16,Low Moisture Part Skim Mozzarella String Cheese,21
34913,12,Ground Beef 85% Lean,7
34966,19,Tortilla Chips Organic Restaurant Style Purple Corn,107
34969,4,Red Vine Tomato,83
34977,19,Almond Butter Minis Bar,3
34986,19,Little Bites Blueberry Muffin Pouches,61
35000,21,Apple Frank Organic Beef,100
35004,9,Macaroni Shells & White Cheddar Cheese,4
35042,15,Black Beans,59
35105,1,Traditional Bavarian Classic Soft Pretzels,129
35108,16,Salted Butter,36
35140,19,Organic Whole Cashews,117
35221,7,Lime Sparkling Water,115
35234,16,2% Low Fat Cottage Cheese,108
35274,11,Nasal Relief Spray,11
35286,19,Cocktail Peanuts,117
35352,9,Garlic & Herb Rice Pilaf Mix,4
35365,12,Naturally Hickory Smoked Hometown Original Bacon,106
35391,15,Sun Dried Tomatoes,81
35417,16,Reduced Fat Milk 2%,84
35440,17,FreshCare Flushable Cleansing Cloths Refill,54
35469,1,Enchilada Black Bean Vegetable,38
35483,12,Apple & Gouda Cheese Chicken Sausage,106
35530,20,Natural Mini Pork Pepperoni,96
35535,4,Organic Red Chard Greens,83
35554,7,Amber Sun Turmeric Tea,94
35561,19,Organic Tortilla Chips,107
35622,15,50% Less Sodium Black Beans,59
35633,19,Chocolate Peanut Butter,3
35708,19,Chocolate Coconut Chew Flavored Bar,3
35886,4,Organic Blueberries Clamshell,32
35887,1,Organic Mixed Vegetables,116
35914,16,Dha Omega 3 Reduced Fat 2% Milk,84
35921,16,Organic Large Grade A Brown Eggs,86
35951,16,Organic Unsweetened Almond Milk,91
36011,16,Organic Fat Free Milk,84
36029,21,S'mores Ice Cream,100
36070,4,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",123
36183,7,Smooth Greens & Kale Vegetable and Fruit Juice Blend,98
36291,2,Maximum Strength Original Paste Diaper Rash Ointment,6
36316,7,Lemon Sparkling Water,115
36364,13,Organic Corn Starch,17
36372,17,Party Flexible Straws,60
36425,5,Chardonnay Wine,62
36441,18,Baby Wipes,56
36506,19,Extra Cheesy Cheddar Bunnies Crackers,78
36552,19,Gourmet Popping Corn Original,23
36570,19,Town House  Mediterranean Herb Pita Crackers,78
36620,16,Liquid Egg White,86
36695,4,Organic Hothouse Cucumbers,83
36759,11,Unscented Long Lasting Stick Deodorant,80
36811,15,Colossal Smoked Oysters,95
36929,16,"Milk, Vitamin D",84
36968,7,Organics Big Bird's Apple 100% Juice,98
36994,14,Organic Graham Crunch Cereal,121
37029,16,Cream Cheese Spread,108
37036,17,Ultra Dawn Ultra Dishwashing Liquid Antibacterial Orange 21.6 Oz Dish Care,74
37053,13,Just Mayo,72
37065,4,Serrano Chile Peppers,83
37067,4,Organic Banana,24
37103,7,Sparkling Peach,77
37107,13,Ground Cumin,104
37158,1,Chicken & Maple Breakfast Sausage,52
37215,7,100% Cranberry Juice,98
37307,21,Organic Asian Chopped Salad Kit,100
37354,3,Flour Tortillas Soft Taco,128
37417,19,Gluten Free Pretzel Twists,107
37487,7,Pure Leaf Unsweetened Iced Tea,94
37524,16,Fresh Mozzarella Ball,2
37620,7,Chia Sweet Peach Smoothie,31
37664,16,Organic Sliced Provalone Cheese,21
37687,4,Organic Spring Mix,123
37693,16,Classic Blend Vegan Shreds Cheese,21
37733,1,Uncured Pepperoni Mini Pizza Bagels Frozen Snacks,79
37766,4,XL Emerald White Seedless Grapes,123
37836,19,Milano Milk Chocolate Cookies,61
37849,9,Velveeta Shells & Cheese Pasta,4
37919,16,Organic 2% Chocolate Milk,84
38015,17,Honeysuckle Dish Soap,74
38067,13,Coconut Flakes,17
38159,4,Organic Yellow Peaches,24
38273,9,Marinara Pasta Sauce,9
38278,15,Pink Beans,59
38288,9,Pizza Sauce,9
38293,12,Ground Turkey Breast,35
38300,17,Tall Kitchen Bag With Febreze Odor Shield,60
38303,3,Almond Paleo Bread Non GMO Gluten Free,112
38311,7,Lemon Love Juice Drink,31
38371,17,Plus Lotion Facial Tissues,54
38383,4,Organic White Onions,83
38400,4,Asparation/Broccolini/Baby Broccoli,83
38424,17,Classic White Square Dinner Plates,111
38453,16,Reduced Fat Chocolate Milk,84
38456,4,Large Grapefruit,24
38510,21,Organic Celery Bunch,100
38547,19,Bubblegum Flavor Natural Chewing Gum,46
38557,4,Citrus Mandarins Organic,24
38579,16,Original Style Yoghurt Plain,120
38620,7,Sparkling Clementine Beverage,77
38689,16,Organic Reduced Fat Milk,84
38693,4,Meyer Lemon,24
38730,19,Brownie Crunch High Protein Bar,3
38739,4,Hass Avocado,83
38768,4,Sweet Kale Salad Mix,32
38772,16,Provolone,21
38802,3,Country Potato Hamburger Buns,43
38805,21,Twisted Tropical Tango Organic Juice Drink,100
38889,7,Perrier Lime,115
38928,16,0% Greek Strained Yogurt,120
39041,19,Original Wheat Thins,78
39097,3,Gluten Free White Sandwich Bread,112
39182,6,"Soup, Traditional, with Tofu",66
39190,16,Vanilla Unsweetened Almond Milk,91
39247,4,Mango,24
39251,1,Peppermint Stick Ice Cream,37
39275,4,Organic Blueberries,123
39322,19,Caramel Almond and Sea Salt Nut Bar,3
39332,19,Dried Mangoes,117
39375,13,Mirin Rice Cooking Wine,72
39581,16,French Vanilla Creamer,53
39612,16,Grated Pecorino Romano Cheese,2
39693,4,Fresh Dill,16
39719,9,"Freshly Made. Filled with Creamy Ricotta, Aged Parmesan and Romano Cheeses Three Cheese Tortellini",12
39758,19,Chewy 25% Low Sugar Chocolate Chip Granola,3
39812,4,Organic Thyme,16
39867,15,Lunch To-Go Light Tuna,95
39877,4,Organic Granny Smith Apple,24
39922,4,Celery Sticks,123
39936,7,Dark Espresso Roast Whole Bean Coffee,26
39938,1,7 Grain Waffles,52
39947,7,Blackberry Cucumber Sparkling Water,115
39990,1,Vegetable Fried Rice,38
39993,4,Vine Ripe Tomatoes,83
40002,1,Strawberry Ice Cream,37
40009,4,Red Seedless Grapes Bunch,24
40055,13,Unbleached Bread Flour,17
40174,16,2% Reduced Fat Organic Milk,84
40199,19,Chocolate Chip Cookies,61
40216,4,Yukon Gold Potatoes,83
40233,13,Organic Kosher Dill Pickles,110
40261,13,Extra Crunchy Peanut Butter,88
40310,20,Oven Roasted Turkey Breast,96
40332,16,"Cage Free Brown Eggs-Large, Grade A",86
40348,3,Large Burrito Flour Tortillas,128
40354,4,California Clementines,24
40388,19,Smoreables Graham Style Crackers,61
40396,20,Guacamole,67
40408,13,SALSA        FRNTR CHPTL SALSA,51
40417,13,Organic Dill Relish,72
40486,12,Chicken Tenders,49
40516,4,Organic Romaine Hearts,123
40568,14,Paleo Pancake & Waffle Mix,130
40574,14,Rice Cereal,121
40604,16,Feta Cheese Crumbles,21
40646,4,Jicama Sticks,123
40706,4,Organic Grape Tomatoes,123
40724,16,Soy Free Buttery Spread with Olive Oil,91
40761,4,Pomegranate Seeds,123
40986,1,Raspberry Sorbet Pops,37
41131,5,India Pale Ale,27
41178,16,Natural Finely Shredded Triple Cheddar Cheese,21
41220,4,Organic Romaine Lettuce,83
41238,9,Parmesan Couscous Mix,4
41289,19,Super Seedz Sea Salt Shelled Gourmet Pumpkin Seeds,117
41329,4,Carrot And Celery Sticks,123
41387,17,Plastic Spoons,111
41486,13,100% Pure Vegetable Oil,19
41570,13,Active Dry Yeast,17
41621,7,Lemon Ginger Tea Bags,94
41625,4,Organic Half Spring Mix,123
41671,12,Original Patties (100965) 12 Oz Breakfast,106
41674,16,Reduced-fat Soft Cream Cheese,108
41787,4,Bartlett Pears,24
41793,19,Mini Chocolate Chunk Cookies,61
41801,21,Cold Pressed Watermelon & Lemon Juice Blend,100
41844,14,Honey Nut Cheerios,121
41860,19,Sea Salt Baked Potato Chips,107
41870,21,Mexican Chocolate Yogurt,100
41874,4,Villagio Marzano Heavenly Tomatoes,83
41946,15,Applesauce On The Go Apple Peach Pouches,99
41950,4,Organic Tomato Cluster,83
42013,19,Original Thins,61
42030,9,Thin Stackers Organic Red Rice & Quinoa Puffed Grain Cakes,63
42032,12,96% Lean Ground Beef,122
42097,11,Calming Lavender Body Wash,25
42193,19,Chocolate Chip Cookie,61
42265,4,Organic Baby Carrots,123
42342,20,Roasted Turkey Breast,96
42368,12,Organic Chicken Nuggets,49
42404,1,Multi Grain Waffles,52
42533,18,"Superfoods Organic Pears, Blueberries & Beets + Super Chia Fruit & Veggie Blend",92
42585,20,Organic Extra Firm Tofu,14
42625,4,"Flat Parsley, Bunch",16
42637,3,"Muffins, Flax, Wild Blueberry",93
42701,16,Organic Sour Cream,108
42719,7,Natural Premium Coconut Water,98
42768,15,Organic Garbanzo Beans,59
42896,3,Soft Baked Cookies Gingerbread Spice,8
42900,7,Grapefruit Citrus Soda,77
42958,3,Rustic Baguette,112
42959,17,Jet-Dry Original Rinse Aid,74
43086,4,Super Greens Salad,123
43122,4,Organic Bartlett Pear,24
43335,6,Nacho Cheese Sauce,30
43352,4,Raspberries,32
43394,16,Organic Lactose Free Whole Milk,91
43428,7,Pure Green Tea,94
43560,19,"Crackers, Oyster",78
43568,9,Traditional Italian Sauce,9
43632,16,GoGurt Strawberry and Blueberry Tubes,120
43633,15,Lightly Smoked Sardines in Olive Oil,95
43643,16,Organic Strawana Probugs Kefir,120
43654,16,Whole Milk Greek Blended Vanilla Bean Yogurt,120
43735,4,Tomato Kumato,83
43768,4,Organic Bell Pepper,83
43772,4,Cherubs Heavenly Salad Tomatoes,83
43789,4,Organic Basil,16
43841,19,Potato Spinach & Garlic,78
43909,13,Arrowroot,104
43961,4,Organic Peeled Whole Baby Carrots,123
43981,11,2 In 1 Smoothers Cowabunga Coconut Shampoo,22
44008,16,Organic Greek Whole Milk Blended Vanilla Bean Yogurt,120
44035,19,Organic Chickpeas Ready To Eat,50
44099,9,Organic Dried Porcini Mushrooms,63
44116,7,Goodness Grapeness Organic Juice Drink,98
44142,4,Red Onion,83
44187,14,Protein Caramel Nut Chewy Bars,48
44201,19,Original Gluten Free Crackers,78
44204,19,Organic Honey Graham Crackers,78
44292,7,Premium Unsweetened Iced Tea,94
44359,4,Organic Small Bunch Celery,83
44361,14,Spoon Size Wheat 'n Bran Shredded Wheat Cereal,121
44402,15,Unsalted Chicken Cooking Stock,69
44449,15,Organic Tomato Sauce,81
44469,21,Kalifornia Kolsch,100
44479,16,Organic Stringles Mozzarella String Cheese,21
44486,15,Crushed Pineapple in Juice,99
44560,19,Kids Organic Chocolate Chip ZBars,3
44570,4,Kale Greens,83
44626,13,Ground Allspice,104
44632,7,Sparkling Water Grapefruit,115
44683,4,Brussels Sprouts,83
44799,16,Fresh CA Grown Eggs,86
44815,16,Unsweetened Soy Milk,91
44845,13,Raw Cashew Nut Butter,88
44848,11,Cucumber & Sage Scent Facial Cleansing Towelettes,25
44910,4,Organic Spring Mix Salad,123
45007,4,Organic Zucchini,83
45035,16,Coffee Flavor Yogurt,120
45054,1,Combination Party Pizza,79
45061,1,Natural Vanilla Ice Cream,37
45066,4,Honeycrisp Apple,24
45200,4,Organic Cauliflower,83
45204,20,Sliced Pepperoni,96
45254,4,Organic Gala Apple,24
45343,7,Unsweetened Honeydew Essence Water,115
45488,3,Classic Hot Dog Buns,43
45504,16,Whole Organic Omega 3 Milk,84
45535,15,Organic Low Sodium Chicken Broth,69
45578,1,Dark Sweet Cherries,116
45599,7,Organic Strawberry Lemonade Fruit Juice Drink,31
45633,12,Organic Beef Hot Dogs,106
45656,9,Whole Grain Brown Rice,63
45683,17,Heavy Duty Scrub Sponge,114
45685,19,Cheddar Snack Mix,125
45687,7,Diet Cranberry Fruit Juice,98
45707,4,White Flesh Nectarines,123
45757,20,Picnic Potato Salad,1
45763,4,Mini Seedless Cucumbers,83
45767,18,Sunny Days Strawberry Snack Bars,92
45916,16,Stringles Organic Colby Jack Cheese,21
45924,5,Triple Distilled Vodka,124
45938,15,Best Cannellini White Kidney Beans,59
45954,7,Premium Calcium & Vitamin D No Pulp Orange Juice,31
45970,19,Organic Black Beans Ready To Eat In Pouch,50
46022,19,Baked Whole Grain Wheat Original Crackers Thin Crisps,78
46023,16,Harvest Peach Yogurt,120
46025,15,Pineapple Slices in 100% Pineapple Juice,99
46129,17,Versatile Stain Remover,75
46149,7,Zero Calorie Cola,77
46226,19,Thick & Crispy Tortilla Chips,107
46313,16,Baby Swiss Slices Cheese,21
46359,13,Organic Ground Ginger,104
46413,17,Lavender Scent Laundry Detergent,75
46473,13,Pure Vanilla Extract,17
46522,9,Spaghetti Pasta,131
46620,16,Cage Free Extra Large Grade AA Eggs,86
46634,13,Lite Sweet Vidalia Onion Dressing,89
46635,19,Organic Blue Corn Chips,107
46654,16,Organic Grade A Large Brown Eggs,86
46667,4,Organic Ginger Root,83
46676,16,Total 0% Nonfat Greek Yogurt,120
46720,15,Organic Free Range Chicken Broth,69
46799,13,Pepper Sauce,72
46802,1,Pineapple Chunks,116
46831,16,Triple Zero Banana Creme Oikos Greek Yogurt,120
46846,19,All Natural Teriyaki Turkey Jerky,23
46886,16,Raspberry Yoghurt,120
46906,4,Grape White/Green Seedless,24
46941,16,Provolone Slices,21
46969,4,Organic Bosc Pear,24
46979,4,Asparagus,83
46993,3,Organic Bakery Hamburger Buns Wheat - 8 CT,43
46996,16,Creamy Swiss French Onion Wedges Cheese,21
47029,16,Organic Greek Nonfat Yogurt With Mixed Berries,120
47040,19,Gluten Free Ginger Snaps,61
47044,15,Organic Soups Low Fat Split Pea,69
47104,19,Banana Oat Bars,3
47144,16,Unsweetened Original Almond Breeze Almond Milk,91
47156,16,Coconut Almond Unsweetened Creamer Blend,53
47167,18,Organic Sunny Days Apple Snack Bars,92
47196,20,Snack Pack Classic Original Hommus With Chips,67
47209,4,Organic Hass Avocado,24
47211,19,Kettle Cooked Potato Chips Original,107
47307,21,Magic Tape Refillable Dispenser,100
47333,16,Queso Fresco,2
47380,12,New York Style Nova Lox,15
47409,16,Original Red Raspberry Yogurt,120
47457,20,Flame Grilled Chicken Breast Strips,96
47482,1,Ice Cream Variety Pack,37
47501,17,Soft White 60 Watts Halogen Bulb,87
47521,19,Crispy Cheddar Crackers,78
47532,9,Instant Whole Grain Brown Rice,4
47601,16,Unsalted Cultured Butter,36
47626,4,Large Lemon,24
47643,7,Power-C Dragonfruit,64
47672,12,Uncured Hickory Smoked Sunday Bacon,106
47734,4,Organic Green Cabbage,83
47759,4,Mandarin Oranges,24
47766,4,Organic Avocado,24
47788,4,Honeydew Melon,24
47900,12,"Uncured, No Sugar, Hickory Smoked Bacon",106
47931,7,Diet Cola,77
47946,13,Nutella & Go!,88
47953,19,Gluten-Free Figgies & Jammies Cookies,61
47977,7,Grapefruit Sparkling Water,115
47990,19,White Chocolate Macadamia Nut Energy Bar,3
48057,20,"Hummus, Hope, Original Recipe",67
48070,19,Chocolate Mint Crisp Protein Bar,3
48110,19,Thin Stackers Brown Rice Lightly Salted,78
48118,17,Max Gel Clog Remover,114
48163,16,Natural Bliss Hazelnut Coffee Creamer,53
48186,16,Lactose Free Half & Half,53
48189,19,Cinnamon Currant Flax Seed Crackers,78
48204,6,Tamari Gluten Free Soy Sauce,66
48205,4,Spinach,123
48220,16,Almond Milk Peach Yogurt,120
48226,17,Select-A-Size White Giant Roll Paper Towels,54
48246,7,Green Machine Juice Smoothie,31
48287,1,Natural Chicken & Maple Breakfast Sausage Patty,34
48290,16,Creamy Swiss Garlic & Herb Spreadable Cheese Wedges,21
48299,4,Baby Cut Carrots,123
48364,4,Sweet Onion,83
48366,17,Everyday  Facial Tissues,54
48395,9,Original Rice Pilaf Mix,63
48455,4,Lemon,123
48465,7,Water New Zealand,115
48516,4,Pear Packham,24
48523,1,Birthday Cake Light Ice Cream,37
48527,4,Avocado,24
48679,4,Organic Garnet Sweet Potato (Yam),83
48745,4,Globe Eggplant,83
48812,17,Variety Pack,85
48823,4,Navel Oranges,24
48857,3,Authentic French Brioche,93
48969,16,Cheese Plate Spanish,2
49021,7,Amaaazing Blueberry Apple Juice Blend Drink,115
49049,19,Ginger Lemon Gummi Candy,45
49082,13,Pitted Greek Kalamata Olives,110
49111,14,Original Instant Oatmeal,130
49175,15,Organic Pinto Beans,59
49235,16,Organic Half & Half,53
49247,16,Coconut Yoghurt,120
49302,16,Bulgarian Yogurt,120
49306,16,Original Mountain Blueberry Low Fat Yogurt,120
49363,1,Freshly made pasta in a 100% Real Cheddar cheese sauce Macaroni & Cheese,38
49520,7,Orange Sparkling Water,115
49593,19,Classic Movie Theater Popcorn,23
49605,20,Classic Hummus Family Size,67
49610,16,100% Lactose Free Fat Free Milk,91
49678,1,Large Chicken & Cheese Taquitos,129
49683,4,Cucumber Kirby,83
